category,vendor_product,matched_tokens,n_new_cves,covered_elsewhere_slug,risk_flags,sample_cves,sample_descriptions
ev-charging,abb:terra_ac_wallbox_ce_juno,wallbox,2,airpurifier,non-consumer-vendor,CVE-2023-0863|CVE-2023-0864,"Improper Authentication vulnerability in ABB Terra AC wallbox (UL40/80A), ABB Terra AC wallbox (UL32A), ABB Terra AC wallbox (CE) (Terra AC MID), ABB |Cleartext Transmission of Sensitive Information vulnerability in ABB Terra AC wallbox (UL40/80A), ABB Terra AC wallbox (UL32A), ABB Terra AC wallbox ("
ev-charging,abb:terra_ac_wallbox_ce_ptb_firmware,wallbox,2,airpurifier,non-consumer-vendor,CVE-2023-0863|CVE-2023-0864,"Improper Authentication vulnerability in ABB Terra AC wallbox (UL40/80A), ABB Terra AC wallbox (UL32A), ABB Terra AC wallbox (CE) (Terra AC MID), ABB |Cleartext Transmission of Sensitive Information vulnerability in ABB Terra AC wallbox (UL40/80A), ABB Terra AC wallbox (UL32A), ABB Terra AC wallbox ("
ev-charging,abb:terra_ac_wallbox_ce_ptb,wallbox,2,airpurifier,non-consumer-vendor,CVE-2023-0863|CVE-2023-0864,"Improper Authentication vulnerability in ABB Terra AC wallbox (UL40/80A), ABB Terra AC wallbox (UL32A), ABB Terra AC wallbox (CE) (Terra AC MID), ABB |Cleartext Transmission of Sensitive Information vulnerability in ABB Terra AC wallbox (UL40/80A), ABB Terra AC wallbox (UL32A), ABB Terra AC wallbox ("
ev-charging,abb:terra_ac_wallbox_ce_symbiosis_firmware,wallbox,2,airpurifier,non-consumer-vendor,CVE-2023-0863|CVE-2023-0864,"Improper Authentication vulnerability in ABB Terra AC wallbox (UL40/80A), ABB Terra AC wallbox (UL32A), ABB Terra AC wallbox (CE) (Terra AC MID), ABB |Cleartext Transmission of Sensitive Information vulnerability in ABB Terra AC wallbox (UL40/80A), ABB Terra AC wallbox (UL32A), ABB Terra AC wallbox ("
ev-charging,abb:terra_ac_wallbox_ce_symbiosis,wallbox,2,airpurifier,non-consumer-vendor,CVE-2023-0863|CVE-2023-0864,"Improper Authentication vulnerability in ABB Terra AC wallbox (UL40/80A), ABB Terra AC wallbox (UL32A), ABB Terra AC wallbox (CE) (Terra AC MID), ABB |Cleartext Transmission of Sensitive Information vulnerability in ABB Terra AC wallbox (UL40/80A), ABB Terra AC wallbox (UL32A), ABB Terra AC wallbox ("
ev-charging,cisco:unified_ip_phones_7920_multi-charger,charger,1,,non-consumer-vendor,CVE-2018-15434,"A vulnerability in the web-based management interface of Cisco Unified IP Phone 7900 Series could allow an unauthenticated, remote attacker to conduct"
ev-charging,vw:id.charger_connect_firmware,charger,1,,,CVE-2024-5684,An attacker with access to the private network (the charger is connected to) or local access to the Ethernet-Interface can exploit a faulty implementa
ev-charging,vw:id.charger_connect,charger,1,,,CVE-2024-5684,An attacker with access to the private network (the charger is connected to) or local access to the Ethernet-Interface can exploit a faulty implementa
ev-charging,vw:id.charger_pro_firmware,charger,1,,,CVE-2024-5684,An attacker with access to the private network (the charger is connected to) or local access to the Ethernet-Interface can exploit a faulty implementa
ev-charging,vw:id.charger_pro,charger,1,,,CVE-2024-5684,An attacker with access to the private network (the charger is connected to) or local access to the Ethernet-Interface can exploit a faulty implementa
ev-charging,garo:wallbox_glb\+_t2ev7_firmware,wallbox,1,alarms,,CVE-2024-1707,"A vulnerability, which was classified as problematic, was found in GARO WALLBOX GLB+ T2EV7 0.5. This affects an unknown part of the file /index.jsp#se"
ev-charging,garo:wallbox_glb\+_t2ev7,wallbox,1,alarms,,CVE-2024-1707,"A vulnerability, which was classified as problematic, was found in GARO WALLBOX GLB+ T2EV7 0.5. This affects an unknown part of the file /index.jsp#se"
fans,ibm:nextscale_fan_power_controller_firmware,fan,2,,broad-token|non-consumer-vendor,CVE-2021-3849|CVE-2021-3897,An authentication bypass vulnerability was discovered in the web interface of the Lenovo Fan Power Controller2 (FPC2) and Lenovo System Management Mod|An authentication bypass vulnerability was discovered in an internal service of the Lenovo Fan Power Controller2 (FPC2) and Lenovo System Management M
fans,ibm:nextscale_fan_power_controller,fan,2,,broad-token|non-consumer-vendor,CVE-2021-3849|CVE-2021-3897,An authentication bypass vulnerability was discovered in the web interface of the Lenovo Fan Power Controller2 (FPC2) and Lenovo System Management Mod|An authentication bypass vulnerability was discovered in an internal service of the Lenovo Fan Power Controller2 (FPC2) and Lenovo System Management M
fans,nokia:wavelite_metro_200_and_fan_firmware,fan,1,,broad-token|non-consumer-vendor,CVE-2023-22618,"If Security Hardening guide rules are not followed, then Nokia WaveLite products allow a local user to create new users with administrative privileges"
fans,nokia:wavelite_metro_200_and_fan,fan,1,,broad-token|non-consumer-vendor,CVE-2023-22618,"If Security Hardening guide rules are not followed, then Nokia WaveLite products allow a local user to create new users with administrative privileges"
home-power,outbackpower:mojave_inverter_oghi8048a_firmware,inverter,3,,,CVE-2025-24861|CVE-2025-25281|CVE-2025-26473,An attacker may inject commands via specially-crafted post requests.|An attacker may modify the URL to discover sensitive information about the target network.|The Mojave Inverter uses the GET method for sensitive information.
home-power,outbackpower:mojave_inverter_oghi8048a,inverter,3,,,CVE-2025-24861|CVE-2025-25281|CVE-2025-26473,An attacker may inject commands via specially-crafted post requests.|An attacker may modify the URL to discover sensitive information about the target network.|The Mojave Inverter uses the GET method for sensitive information.
home-power,northernnep:northern_electric_\&_power_inverter_firmware,inverter,1,,,CVE-2018-12927,Northern Electric & Power (NEP) inverter devices allow remote attackers to obtain potentially sensitive information via a direct request for the nep/s
home-power,northernnep:northern_electric_\&_power_inverter,inverter,1,,,CVE-2018-12927,Northern Electric & Power (NEP) inverter devices allow remote attackers to obtain potentially sensitive information via a direct request for the nep/s
home-power,deyeinverter:inverter_firmware,inverter,1,,,CVE-2023-0808,A vulnerability was found in Deye/Revolt/Bosswerk Inverter MW3_15U_5406_1.47/MW3_15U_5406_1.471. It has been rated as problematic. This issue affects 
home-power,deyeinverter:inverter,inverter,1,,,CVE-2023-0808,A vulnerability was found in Deye/Revolt/Bosswerk Inverter MW3_15U_5406_1.47/MW3_15U_5406_1.471. It has been rated as problematic. This issue affects 
home-power,revolt-power:inverter_firmware,inverter,1,,,CVE-2023-0808,A vulnerability was found in Deye/Revolt/Bosswerk Inverter MW3_15U_5406_1.47/MW3_15U_5406_1.471. It has been rated as problematic. This issue affects 
home-power,revolt-power:inverter,inverter,1,,,CVE-2023-0808,A vulnerability was found in Deye/Revolt/Bosswerk Inverter MW3_15U_5406_1.47/MW3_15U_5406_1.471. It has been rated as problematic. This issue affects 
home-power,bosswerk:inverter_firmware,inverter,1,,,CVE-2023-0808,A vulnerability was found in Deye/Revolt/Bosswerk Inverter MW3_15U_5406_1.47/MW3_15U_5406_1.471. It has been rated as problematic. This issue affects 
home-power,bosswerk:inverter,inverter,1,,,CVE-2023-0808,A vulnerability was found in Deye/Revolt/Bosswerk Inverter MW3_15U_5406_1.47/MW3_15U_5406_1.471. It has been rated as problematic. This issue affects 
hub,insteon:hub_firmware,hub,97,smartplugs,,CVE-2013-4859|CVE-2017-16256|CVE-2017-16257,"INSTEON Hub 2242-222 lacks Web and API authentication|Multiple exploitable buffer overflow vulnerabilities exist in the PubNub message handler for the ""cc"" channel of Insteon Hub running firmware version |Multiple exploitable buffer overflow vulnerabilities exist in the PubNub message handler for the ""cc"" channel of Insteon Hub running firmware version "
hub,insteon:hub,hub,96,smartplugs,,CVE-2013-4859|CVE-2017-16256|CVE-2017-16257,"INSTEON Hub 2242-222 lacks Web and API authentication|Multiple exploitable buffer overflow vulnerabilities exist in the PubNub message handler for the ""cc"" channel of Insteon Hub running firmware version |Multiple exploitable buffer overflow vulnerabilities exist in the PubNub message handler for the ""cc"" channel of Insteon Hub running firmware version "
hub,citrix:netscaler_gateway_firmware,gateway,31,,broad-token|non-consumer-vendor,CVE-2014-8580|CVE-2017-7219|CVE-2017-14602,"Citrix NetScaler Application Delivery Controller and NetScaler Gateway 10.5.50.10 before 10.5-52.11, 10.1.122.17 before 10.1-129.11, and 10.1-120.1316|A heap overflow vulnerability in Citrix NetScaler Gateway versions 10.1 before 135.8/135.12, 10.5 before 65.11, 11.0 before 70.12, and 11.1 before 52.|A vulnerability has been identified in the management interface of Citrix NetScaler Application Delivery Controller (ADC) and NetScaler Gateway 10.1 b"
hub,dell:edge_gateway_5000_firmware,gateway,25,doorlock,broad-token|non-consumer-vendor,CVE-2022-24415|CVE-2022-24416|CVE-2022-24419,Dell BIOS contains an improper input validation vulnerability. A local authenticated malicious user may potentially exploit this vulnerability by usin|Dell BIOS contains an improper input validation vulnerability. A local authenticated malicious user may potentially exploit this vulnerability by usin|Dell BIOS contains an improper input validation vulnerability. A local authenticated malicious user may potentially exploit this vulnerability by usin
hub,dell:edge_gateway_5000,gateway,25,doorlock,broad-token|non-consumer-vendor,CVE-2022-24415|CVE-2022-24416|CVE-2022-24419,Dell BIOS contains an improper input validation vulnerability. A local authenticated malicious user may potentially exploit this vulnerability by usin|Dell BIOS contains an improper input validation vulnerability. A local authenticated malicious user may potentially exploit this vulnerability by usin|Dell BIOS contains an improper input validation vulnerability. A local authenticated malicious user may potentially exploit this vulnerability by usin
hub,dell:edge_gateway_3000_firmware,gateway,23,doorlock,broad-token|non-consumer-vendor,CVE-2022-24415|CVE-2022-24416|CVE-2022-24419,Dell BIOS contains an improper input validation vulnerability. A local authenticated malicious user may potentially exploit this vulnerability by usin|Dell BIOS contains an improper input validation vulnerability. A local authenticated malicious user may potentially exploit this vulnerability by usin|Dell BIOS contains an improper input validation vulnerability. A local authenticated malicious user may potentially exploit this vulnerability by usin
hub,dell:edge_gateway_3000,gateway,23,doorlock,broad-token|non-consumer-vendor,CVE-2022-24415|CVE-2022-24416|CVE-2022-24419,Dell BIOS contains an improper input validation vulnerability. A local authenticated malicious user may potentially exploit this vulnerability by usin|Dell BIOS contains an improper input validation vulnerability. A local authenticated malicious user may potentially exploit this vulnerability by usin|Dell BIOS contains an improper input validation vulnerability. A local authenticated malicious user may potentially exploit this vulnerability by usin
hub,citrix:netscaler_gateway,gateway,17,,broad-token|non-consumer-vendor,CVE-2016-2071|CVE-2016-2072|CVE-2017-7219,"Citrix NetScaler Application Delivery Controller (ADC) and NetScaler Gateway 11.x before 11.0 Build 64.34, 10.5 before 10.5 Build 59.13, and 10.5.e be|The Administrative Web Interface in Citrix NetScaler Application Delivery Controller (ADC) and NetScaler Gateway 11.x before 11.0 Build 64.34, 10.5 be|A heap overflow vulnerability in Citrix NetScaler Gateway versions 10.1 before 135.8/135.12, 10.5 before 65.11, 11.0 before 70.12, and 11.1 before 52."
hub,citrix:gateway_firmware,gateway,14,,broad-token|non-consumer-vendor,CVE-2019-19781|CVE-2022-27518|CVE-2019-18225,"An issue was discovered in Citrix Application Delivery Controller (ADC) and Gateway 10.5, 11.1, 12.0, 12.1, and 13.0. They allow Directory Traversal.|Unauthenticated remote arbitrary code execution|An issue was discovered in Citrix Application Delivery Controller (ADC) and Gateway before 10.5 build 70.8, 11.x before 11.1 build 63.9, 12.0 before b"
hub,gavazziautomation:uwp_3.0_monitoring_gateway_and_controller_firmware,gateway,11,,broad-token,CVE-2022-22522|CVE-2022-22523|CVE-2022-22524,"In Carlo Gavazzi UWP3.0 in multiple versions and CPY Car Park Server in Version 2.8.3 a remote, unauthenticated attacker could make use of hard-coded |An improper authentication vulnerability exists in the Carlo Gavazzi UWP3.0 in multiple versions and CPY Car Park Server in Version 2.8.3 Web-App whic|In Carlo Gavazzi UWP3.0 in multiple versions and CPY Car Park Server in Version 2.8.3 an unauthenticated remote attacker could utilize a SQL-Injection"
hub,gavazziautomation:uwp_3.0_monitoring_gateway_and_controller,gateway,11,,broad-token,CVE-2022-22522|CVE-2022-22523|CVE-2022-22524,"In Carlo Gavazzi UWP3.0 in multiple versions and CPY Car Park Server in Version 2.8.3 a remote, unauthenticated attacker could make use of hard-coded |An improper authentication vulnerability exists in the Carlo Gavazzi UWP3.0 in multiple versions and CPY Car Park Server in Version 2.8.3 Web-App whic|In Carlo Gavazzi UWP3.0 in multiple versions and CPY Car Park Server in Version 2.8.3 an unauthenticated remote attacker could utilize a SQL-Injection"
